iter	RMSE
216	0.005981883819
217	0.00595454473
218	0.0059267694
219	0.005900527795
220	0.005876176496
221	0.005855126409
222	0.005834124635
223	0.005820684084
224	0.005806875565
225	0.005785657753
226	0.005756261236
227	0.005741943145
228	0.005728295326
229	0.005712896107
230	0.005696496962
231	0.00567495106
232	0.005663601192
233	0.005650475681
234	0.005635893079
235	0.005613689168
236	0.005601089356
237	0.005588812468
238	0.00557531762
239	0.005563628351
240	0.005542177012
241	0.005536190952
242	0.005514208364
243	0.005494809878
244	0.00549181504
245	0.0054770708
246	0.005461527582
247	0.005459187965
248	0.005451336697
249	0.005450215192
250	0.005436712167
251	0.005428390341
252	0.005410827074
253	0.005393134492
254	0.005381084228
255	0.005369094004
256	0.005356117394
257	0.005338869621
258	0.005326186162
259	0.005307150599
260	0.005294927359
261	0.005278222471
262	0.005267015377
263	0.005251237757
264	0.005238449274
265	0.005227650485
266	0.005211795683
267	0.00519213835
268	0.005179018667
269	0.005162855447
270	0.0051509514
271	0.005137514218
272	0.005128657943
273	0.005112907858
274	0.005101922493
275	0.00508693464
276	0.005074322962
277	0.00506162092
278	0.005053105718
279	0.005034421988
280	0.005012066636
281	0.00499687455
282	0.004991699823
283	0.004977413103
284	0.004965080259
285	0.00495073012
286	0.004940482528
287	0.004938615015
288	0.004936442877
289	0.004928168285
290	0.004917983727
291	0.004905702856
292	0.004889703484
293	0.004882346025
294	0.004867562379
295	0.004851836385
296	0.004845015938
297	0.004835037597
298	0.0048284066
299	0.004818749541
300	0.004809668038
301	0.004798156766
302	0.004788667606
303	0.004781014302
304	0.004770305674
305	0.004758683143
306	0.004742280066
307	0.004732489604
308	0.00471457705
309	0.004695239923
310	0.004685583462
311	0.004674925749
312	0.004662126106
313	0.004661168411
314	0.004646479204
315	0.004631025235
316	0.004620501582
317	0.004609041367
318	0.004590870426
319	0.004574229073
320	0.004562243156
321	0.004557989633
322	0.004549031695
323	0.004539815253
324	0.004538809098
325	0.00452868101
326	0.004521073137
327	0.00451464041
328	0.004501444557
329	0.004494013163
330	0.004484768227
331	0.004474411859
332	0.004466581018
333	0.004459720817
334	0.004452775297
335	0.004442781525
336	0.004427360949
337	0.004420580348
338	0.004409239867
339	0.004396848453
340	0.004387906041
341	0.00437449099
342	0.004363330879
343	0.004358322555
344	0.004349084192
345	0.004343793991
346	0.004338744261
347	0.004331489635
348	0.004323196969
349	0.004321225651
350	0.00431462737
351	0.004303148882
352	0.004288724819
353	0.004288014484
354	0.004276589047
355	0.004265292015
356	0.004258105962
357	0.004250902917
358	0.004250262266
359	0.004238073451
360	0.004237533394
361	0.004227763467
362	0.004227269557
363	0.00422647564
364	0.004225410054
365	0.004216842317
366	0.004204979517
367	0.004189385595
368	0.004176150283
369	0.00416954416
370	0.00415568699
371	0.004146216289
372	0.004139942482
373	0.004132723928
374	0.004122166344
375	0.004115766442
376	0.004110295306
377	0.00410248699
378	0.004093868481
379	0.004084009556
380	0.004078758254
381	0.004068393143
382	0.00406408041
383	0.004051257683
384	0.004043037389
385	0.004039375279
386	0.004030239234
387	0.004020259465
388	0.004017115933
389	0.004009348044
390	0.004004136552
391	0.003991344571
392	0.003986268015
393	0.003973312019
394	0.003972360744
395	0.003961851236
396	0.003961306562
397	0.003954148027
398	0.003946798218
399	0.003941211764
400	0.00393326748
401	0.003929434828
402	0.003924922777
403	0.00391671472
404	0.003916226671
405	0.003915168864
406	0.003906259315
407	0.003905879773
408	0.00389357219
409	0.003882004766
410	0.003877463475
411	0.003871196854
412	0.003865021435
413	0.003853410759
414	0.003841572688
415	0.003832131807
416	0.003825205952
417	0.003820593889
418	0.003814625176
419	0.003806902908
420	0.003802292019
421	0.003796326301
422	0.003792819355
423	0.003787234256
424	0.00377920683
425	0.003779007957
426	0.003778109097
427	0.003773752874
428	0.003765696195
429	0.003756426854
430	0.003751527612
431	0.003746756758
432	0.003742647085
433	0.003735194682
434	0.003726212867
435	0.003717159792
436	0.003707923822
437	0.003703366863
438	0.003696965016
439	0.00369085827
440	0.003682890583
441	0.003670003406
442	0.003658278526
443	0.003657132005
444	0.003654882627
445	0.003650938009
446	0.003650668506
447	0.003647047798
448	0.003639915372
449	0.003629676211
450	0.003623936092
451	0.003610860432
452	0.003606701935
453	0.003600862673
454	0.003594568927
455	0.003589851476
456	0.003579237379
457	0.003579075549
458	0.00357085648
459	0.003564686208
460	0.00355807178
461	0.003548847104
462	0.003544281457
463	0.003540763897
464	0.003533706362
465	0.003526511821
466	0.003519507363
467	0.003515065702
468	0.003512635009
469	0.003505605376
470	0.003497868942
471	0.00349084196
472	0.00348296706
473	0.003474684719
474	0.003468542185
475	0.0034643062
476	0.003460460405
477	0.003455461119
478	0.003454141447
479	0.003446261109
480	0.003439433459
481	0.003435794442
482	0.003427648881
483	0.003423565955
484	0.003417689007
485	0.003414275583
486	0.003411196638
487	0.003407223691
488	0.003403369806
489	0.003392576808
490	0.003385196691
491	0.003380076154
492	0.003379952554
493	0.00337503262
494	0.003372182295
495	0.003367728247
496	0.00336274258
497	0.003356674153
498	0.003349588433
499	0.003343995911
500	0.003335971217
501	0.003335667297
502	0.003328194348
503	0.003320624012
504	0.003320481293
505	0.003316241447
506	0.003312675415
507	0.003303653639
508	0.003299304878
509	0.003293479579
510	0.00328556976
511	0.003279518205
512	0.003275362391
513	0.00327171433
514	0.003266162331
515	0.00326130244
516	0.003257602523
517	0.003254401719
518	0.003248239071
519	0.00324652034
520	0.003241089789
521	0.003233464207
522	0.003231028271
523	0.003230903743
524	0.003225483436
525	0.003217234222
526	0.003212903222
527	0.003209475361
528	0.003203248654
529	0.003202972914
530	0.003201835403
531	0.003196856843
532	0.003186590448
533	0.003180813486
534	0.003173038599
535	0.003169349087
536	0.00315879763
537	0.003158598345
538	0.003156904848
539	0.003147630118
540	0.0031425926
541	0.003134545643
542	0.003130212614
543	0.003123106758
544	0.003114543838
545	0.003110336086
546	0.003106340039
547	0.003102108465
548	0.003101996446
549	0.00309872364
550	0.003094481522
551	0.003088100147
552	0.003084137111
553	0.003077663285
554	0.003074030427
555	0.003070691639
556	0.003068040759
557	0.003063480601
558	0.003055044645
559	0.003048729076
560	0.003044698237
561	0.003041202084
562	0.003034755008
563	0.003029548424
564	0.003026227962
565	0.003021289468
566	0.003018115638
567	0.003013593106
568	0.003010328274
569	0.003006750445
570	0.003003125488
571	0.003000908091
572	0.002994760268
573	0.002991594149
574	0.002982994182
575	0.002975873514
576	0.002974123874
577	0.002971813918
578	0.002965076444
579	0.002957980726
580	0.002953891216
581	0.002952148344
582	0.002948097907
583	0.0029369246
584	0.002932905016
585	0.00292070068
586	0.002914836833
587	0.002904535166
588	0.002901310484
589	0.002897993404
590	0.002894884831
591	0.002890438942
592	0.002884920121
593	0.002882356972
594	0.002877484439
595	0.002873006517
596	0.002863438749
597	0.002861362824
598	0.002855124675
599	0.002850219628
600	0.002847545701
601	0.002845127996
602	0.00284221592
603	0.002840469244
604	0.002837883701
605	0.00283490151
606	0.002831404178
607	0.002828537089
608	0.002825718261
609	0.002820345475
610	0.002814263119
611	0.002810787711
612	0.002805891446
613	0.002805796955
614	0.002805039636
615	0.002800913434
616	0.002798118415
617	0.002793218211
618	0.00279105278
619	0.002785257404
620	0.002772684153
621	0.002770166125
622	0.002770110392
623	0.002765395645
624	0.002762219631
625	0.002749082843
626	0.002737145452
627	0.002735165523
628	0.002731833569
629	0.002729312634
630	0.002725641388
631	0.002723290015
632	0.002720820691
633	0.002710052176
634	0.002708436109
635	0.002705431974
636	0.002702542432
637	0.002695099278
638	0.002689921731
639	0.002687585964
640	0.002682837986
641	0.002675962687
642	0.002675890884
643	0.002673920119
644	0.002668785234
645	0.002663100073
646	0.002661712995
647	0.002660327558
648	0.002658058782
649	0.002655143968
650	0.002653593877
651	0.002650559753
652	0.002646061863
653	0.002643955222
654	0.002640582234
655	0.002638119195
656	0.002636780692
657	0.00262976135
658	0.002624899219
659	0.002621464754
660	0.002617094888
661	0.002613366129
662	0.002607555179
663	0.002602379269
664	0.002600996991
665	0.002589619712
666	0.002579674257
667	0.002576214194
668	0.002572327003
669	0.002569863714
670	0.002567332457
671	0.00256332939
672	0.002558894479
673	0.002553841136
674	0.002550936639
675	0.00254855123
676	0.002545853908
677	0.002542467456
678	0.002539565626
679	0.002537313053
680	0.002533280986
681	0.002532210692
682	0.002531557904
683	0.00252838951
684	0.00251953907
685	0.002515380789
686	0.002511337015
687	0.002507573666
688	0.002505799955
689	0.002501425484
690	0.002496995962
691	0.00249155771
692	0.002485391914
693	0.002481038988
694	0.002479579705
695	0.002477356663
696	0.00247439076
697	0.002470981441
698	0.002468377449
699	0.002462069862
700	0.002460148461
701	0.002457438598
702	0.002455383505
703	0.002450790094
704	0.002446698206
705	0.002445273662
706	0.00243970217
707	0.002439651202
708	0.002435278003
709	0.002433761729
710	0.002430361385
711	0.0024264814
712	0.002426254664
713	0.002425880039
714	0.002423142649
715	0.002419069686
716	0.002413476702
717	0.002408723532
718	0.002405773814
719	0.002399067984
720	0.002396665233
721	0.002392749311
722	0.002389648225
723	0.002387963132
724	0.002387868549
725	0.002385356477
726	0.002383216336
727	0.002379018777
728	0.002377885508
729	0.002375043152
730	0.002372615826
731	0.002368624136
732	0.002365848019
733	0.002360763947
734	0.002356116254
735	0.002351419241
736	0.00234900307
737	0.002345368092
738	0.002341427847
739	0.002339930854
740	0.002338660481
741	0.002334573093
742	0.002329689587
743	0.002324836395
744	0.002321230484
745	0.002317581939
746	0.002315564174
747	0.002313523794
748	0.002309334379
749	0.002305838597
750	0.002304049246
751	0.00230070997
752	0.002297239254
753	0.002293510603
754	0.002292343445
755	0.002291220465
756	0.002289068046
757	0.002288997802
758	0.002284983259
759	0.002281533048
760	0.002278742377
761	0.002277013766
762	0.002274484447
763	0.002271621449
764	0.002268952099
765	0.002265803267
766	0.00226329792
767	0.002261748077
768	0.002256184859
769	0.002255095827
770	0.002254274267
771	0.002251565944
772	0.002249056312
773	0.002249009465
774	0.002245810911
775	0.002243106304
776	0.002240479255
777	0.002237599298
778	0.002235919003
779	0.002231526537
780	0.002227875725
781	0.002224367431
782	0.002222042071
783	0.002219440984
784	0.002217738073
785	0.002216658873
786	0.002214422364
787	0.002212007494
788	0.002209422106
789	0.002207784452
790	0.002202433393
791	0.002201013878
792	0.002197030183
793	0.002193743209
794	0.002190647757
795	0.002187166587
796	0.002184867586
797	0.002182713908
798	0.002179001345
799	0.002176661902
800	0.002173393511
801	0.002171215933
802	0.002167346355
803	0.002165766153
804	0.002163802946
805	0.002160347325
806	0.002156951841
807	0.002154927837
808	0.002153090641
809	0.002153044713
810	0.002153000737
811	0.002151894545
812	0.002150639354
813	0.002150597604
814	0.002150544055
815	0.002147274687
816	0.00214588609
817	0.002144843363
818	0.002142629602
819	0.002141349463
820	0.002138713899
821	0.002136176611
822	0.002134622664
823	0.002132691378
824	0.002129792266
825	0.002126486895
826	0.002122575659
827	0.002120065636
828	0.002118368299
829	0.002114965721
830	0.002113903835
831	0.002112005829
832	0.002109660008
833	0.002106986615
834	0.002104787061
835	0.002100812736
836	0.002098115573
837	0.002096445649
838	0.002093775662
839	0.002090985837
840	0.0020894795
841	0.002086678476
842	0.002085489386
843	0.00208376766
844	0.002082073238
845	0.002079957581
846	0.002078367868
847	0.002076071187
848	0.002073216399
849	0.002071200039
850	0.002069393862
851	0.002066832646
852	0.002065191284
853	0.002061740837
854	0.00206007146
855	0.002057674381
856	0.002055180524
857	0.002053048523
858	0.002048591406
859	0.002046736891
860	0.002044353439
861	0.002044304474
862	0.002042535179
863	0.002041343982
864	0.00204130893
865	0.002039688881
866	0.002039654049
867	0.00203705121
868	0.002037013623
869	0.002035498404
870	0.002032650601
871	0.002028444828
872	0.00202728814
873	0.002023790718
874	0.002020581087
875	0.002018384231
876	0.002017138264
877	0.00201710635
878	0.002015199647
879	0.002013129261
880	0.002012202356
881	0.002010731376
882	0.002009841013
883	0.002006565374
884	0.002005042939
885	0.002003149183
886	0.001998609594
887	0.001997546682
888	0.001996309675
889	0.001995408671
890	0.001993440251
891	0.001991956356
892	0.00199086091
893	0.00198804218
894	0.001987038383
895	0.001983605199
896	0.001981258086
897	0.00198032777
898	0.00197811633
899	0.00197660834
900	0.001974627843
901	0.001973224079
902	0.001969985496
903	0.00196807147
904	0.001966568277
905	0.001964231484
906	0.001961596542
907	0.001959902134
908	0.001958856138
909	0.001957241437
910	0.001956189345
911	0.001954793269
912	0.00195334741
913	0.001952071094
914	0.001950687703
915	0.001948245759
916	0.001946582926
917	0.001946554281
918	0.001944330111
919	0.001941667911
920	0.001939777451
921	0.001938827653
922	0.001935685582
923	0.001934219764
924	0.001932751373
925	0.00192968831
926	0.001928182028
927	0.00192714643
928	0.001925276804
929	0.001924169926
930	0.001922005187
931	0.001921975511
932	0.001919043715
933	0.001917071983
934	0.001915102328
935	0.001915076432
936	0.001912651904
937	0.001908771898
938	0.001907779784
939	0.001906183949
940	0.001904582552
941	0.00190320884
942	0.001902262629
943	0.001900762964
944	0.001900737631
945	0.001899548307
946	0.001898342348
947	0.001896883719
948	0.001896007854
949	0.001894673643
950	0.001894296233
951	0.001890655202
952	0.001887707048
953	0.001886661092
954	0.001883954276
955	0.001883358841
956	0.001880697095
957	0.001879867746
958	0.001877449326
959	0.00187677991
960	0.001875599383
961	0.001874306245
962	0.001871679822
963	0.001869859385
964	0.001869131822
965	0.001867559162
966	0.001864724308
967	0.001862267639
968	0.001860572619
969	0.001857763706
970	0.001854290923
971	0.001853312091
972	0.001851266248
973	0.001849157107
974	0.001847794315
975	0.001845687593
976	0.001844074644
977	0.001843146742
978	0.001840564471
979	0.001837534505
980	0.001837049277
981	0.001835644858
982	0.001833594821
983	0.001832065388
984	0.001831097055
985	0.001829040897
986	0.001827934896
987	0.00182616969
988	0.001823894005
989	0.001822260604
990	0.001820457663
991	0.001818000843
992	0.001816268373
993	0.001814801481
994	0.001813223216
995	0.001811906539
996	0.001808649293
997	0.001805597217
998	0.00180487274
999	0.001803475001
